Career,Category,InterestKeywords,Description,IdealAudience,EntryPaths,CoreSkills,ToolsTech,Roadmap,12WeekPlan
Community Manager,Business & Finance,"P&L, analytics, compliance, finance, forecasting, marketing, operations, sales, strategy, valuation","Community Manager focuses on P&L, analytics, compliance, finance, forecasting and delivers value through practical projects, collaboration, and measurable outcomes in the Business & Finance domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Modeling, Communication, Negotiation, Market Research, Presentation, Excel, Financial Literacy","Excel/Sheets, PowerPoint, CRM (Salesforce), Tableau/Power BI, SQL, ERP tools","Explore: Understand business models and industry structures. | Learn: Take accounting, finance, and marketing basics. | Build: Create case studies and financial models. | Operate: Run small experiments or side businesses. | Network: Join communities and informational interviews. | Advance: Specialize (IB, consulting, ops, growth) and lead initiatives.",Week 1: Accounting basics; three-statement model practice. | Week 2: Market research; TAM/SAM/SOM for a product. | Week 3: Build a financial model; scenario analysis. | Week 4: Create a pitch deck; story structure. | Week 5: Sales pipeline setup; cold outreach practice. | Week 6: Marketing funnel; run a small ad test. | Week 7: KPI dashboard in BI tool. | Week 8: Case interview drills or DCF modeling. | Week 9: Negotiate a mock deal; write term sheet. | Week 10: Operations mapping; process improvement. | Week 11: Present findings to peers; feedback. | Week 12: Refine portfolio and resume bullets.
E-Sports Manager,Business & Finance,"P&L, analytics, compliance, finance, forecasting, marketing, operations, sales, strategy, valuation","E-Sports Manager focuses on P&L, analytics, compliance, finance, forecasting and delivers value through practical projects, collaboration, and measurable outcomes in the Business & Finance domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Modeling, Communication, Negotiation, Market Research, Presentation, Excel, Financial Literacy","Excel/Sheets, PowerPoint, CRM (Salesforce), Tableau/Power BI, SQL, ERP tools","Explore: Understand business models and industry structures. | Learn: Take accounting, finance, and marketing basics. | Build: Create case studies and financial models. | Operate: Run small experiments or side businesses. | Network: Join communities and informational interviews. | Advance: Specialize (IB, consulting, ops, growth) and lead initiatives.",Week 1: Accounting basics; three-statement model practice. | Week 2: Market research; TAM/SAM/SOM for a product. | Week 3: Build a financial model; scenario analysis. | Week 4: Create a pitch deck; story structure. | Week 5: Sales pipeline setup; cold outreach practice. | Week 6: Marketing funnel; run a small ad test. | Week 7: KPI dashboard in BI tool. | Week 8: Case interview drills or DCF modeling. | Week 9: Negotiate a mock deal; write term sheet. | Week 10: Operations mapping; process improvement. | Week 11: Present findings to peers; feedback. | Week 12: Refine portfolio and resume bullets.
Junior Software Engineer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior Software Engineer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Backend Developer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior Backend Developer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Frontend Developer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior Frontend Developer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Full-Stack Developer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior Full-Stack Developer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Mobile App Developer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior Mobile App Developer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior DevOps Engineer,Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior DevOps Engineer focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Site Reliability Engineer (SRE),Software & Data,"AI/ML, APIs, CI/CD, algorithms, analytics, automation, cloud, coding, databases, debugging, microservices, version control","Junior Site Reliability Engineer (SRE) focuses on AI/ML, APIs, CI/CD, algorithms, analytics and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Cloud Architect,Software & Data,"AI/ML, APIs, algorithms, analytics, automation, cloud, coding, databases, debugging, version control","Junior Cloud Architect focuses on AI/ML, APIs, algorithms, analytics, automation and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Database Administrator,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Junior Database Administrator focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Data Engineer,Software & Data,"AI/ML, APIs, CI/CD, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, microservices, version control","Junior Data Engineer focuses on AI/ML, APIs, CI/CD, ETL, SQL and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Data Analyst,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Junior Data Analyst focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Business Intelligence Analyst,Software & Data,"AI/ML, APIs, ETL, SQL, algorithms, analytics, automation, cloud, coding, dashboards, databases, debugging, version control","Junior Business Intelligence Analyst focuses on AI/ML, APIs, ETL, SQL, algorithms and delivers value through practical projects, collaboration, and measurable outcomes in the Software & Data domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Programming, Data Structures, System Design, Databases, Cloud Basics, Testing, Problem Solving","Python, JavaScript/TypeScript, Git, Docker, SQL, Linux, Cloud (AWS/GCP/Azure)","Explore: Learn fundamentals of programming and CS basics. | Learn: Take a structured course; practice daily coding problems. | Build: Create 3–5 portfolio projects with readmes and tests. | Collaborate: Contribute to open-source and join developer communities. | Apply: Tailor resume, practice interviews, target internships/junior roles. | Advance: Add system design, cloud, and security; mentor others.","Week 1: Set up dev environment, learn syntax, and solve 20 basic problems. | Week 2: Data structures (arrays, strings, hash maps); start a small CLI app. | Week 3: Algorithms (sorting, searching); build a REST API. | Week 4: Databases & SQL; connect API to a relational DB. | Week 5: Front end fundamentals; create a simple SPA consuming your API. | Week 6: Deploy to cloud (free tier); add CI with GitHub Actions. | Week 7: Testing (unit/integration); refactor and document. | Week 8: Build a second project with authentication & authorization. | Week 9: Pick a specialization (data, backend, mobile, ML) and start a niche project. | Week 10: Networking & community; 2 OSS pull requests. | Week 11: Resume/portfolio polishing; mock interviews. | Week 12: Applications sprint; measure and iterate."
Junior Data Scientist,AI & ML,"ETL, LLMs, MLOps, NLP, SQL, computer vision, dashboards, deep learning, ethics, evaluation, machine learning, modeling, statistics","Junior Data Scientist focuses on ETL, LLMs, MLOps, NLP, SQL and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
Junior Machine Learning Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","Junior Machine Learning Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
Junior LLM Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","Junior LLM Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
Junior MLOps Engineer,AI & ML,"APIs, CI/CD, LLMs, MLOps, NLP, computer vision, deep learning, ethics, evaluation, machine learning, microservices, modeling, statistics","Junior MLOps Engineer focuses on APIs, CI/CD, LLMs, MLOps, NLP and delivers value through practical projects, collaboration, and measurable outcomes in the AI & ML domain.","Students, career switchers, and early professionals seeking a structured, hands-on roadmap with measurable milestones.",Degree/Bootcamp; Self-study projects; Internships/Apprenticeships; Volunteering; Certifications,"Python, Statistics, ML Algorithms, Deep Learning, Data Prep, Evaluation, MLOps","NumPy/Pandas, scikit-learn, PyTorch/TF, Jupyter, Weights & Biases, Docker, Cloud GPUs","Explore: Brush up calculus, linear algebra, probability. | Learn: Implement classic ML; read key papers summaries weekly. | Build: Train baseline models; set up reproducible pipelines. | Specialize: Choose NLP, CV, or Recommenders; ship a demo. | Ops: Learn deployment, monitoring, and data drift handling. | Advance: Contribute to libraries; mentor; pursue research or applied leadership.","Week 1: Stats/linear algebra refresh; Python ML stack setup. | Week 2: Supervised learning; implement k-NN, linear/logistic regression from scratch. | Week 3: Trees/ensembles; Kaggle baseline. | Week 4: Neural nets intro; build an MLP on MNIST. | Week 5: CNNs or Transformers basics; replicate a tutorial paper. | Week 6: Data pipelines; experiment tracking. | Week 7: Project scoping; collect/clean data. | Week 8: Model training; hyperparameter search. | Week 9: Evaluation & ablation; produce a report. | Week 10: Deploy a minimal API with Docker. | Week 11: Add monitoring/feedback loops; ethics checklist. | Week 12: Final presentation & README polish; share publicly."
